Frequency_Hz,Reflection_Coefficient,Absorption_Coefficient,Attenuation_dB,Specific_Resistance_Ratio,Specific_Reactance_Ratio
2220,0.7540163,0.4314594,2.452385,1.691156,2.904505
2224,0.7553604,0.4294306,2.436915,1.675399,2.906546
2228,0.7596916,0.4228687,2.387254,1.674944,2.947593
2232,0.759603,0.4230033,2.388267,1.70354,2.966458
2236,0.7554383,0.429313,2.43602,1.76598,2.967046
2240,0.7586219,0.4244928,2.399493,1.722594,2.969765
2244,0.761059,0.4207892,2.371634,1.723101,2.994065
2248,0.7574682,0.426242,2.412713,1.741338,2.970922
2252,0.7580465,0.4253655,2.406083,1.729166,2.968531
2256,0.7648185,0.4150527,2.328832,1.742301,3.044818
2260,0.7601966,0.4221012,2.381482,1.796914,3.034065
2264,0.761507,0.4201071,2.366522,1.782551,3.038052
2268,0.7628781,0.418017,2.350897,1.783602,3.052676
2272,0.7581586,0.4251956,2.404799,1.870532,3.058914
2276,0.7598363,0.4226488,2.385599,1.904344,3.096406
2280,0.761373,0.4203111,2.36805,1.895528,3.107283
2284,0.7613803,0.4203001,2.367968,1.84948,3.079283
2288,0.7632622,0.4174308,2.346525,1.836773,3.090868
2292,0.7642553,0.4159139,2.335231,1.869986,3.122105
2296,0.7674285,0.4110535,2.299242,1.900373,3.174987
2300,0.7665521,0.4123979,2.309167,1.925405,3.180758
2304,0.7660865,0.4131114,2.314444,1.901458,3.161113
2308,0.7638071,0.4165988,2.340327,1.961369,3.172145
2312,0.763054,0.4177487,2.348895,2.021653,3.198001
2316,0.7662522,0.4128577,2.312566,1.994971,3.218473
2320,0.7708133,0.4058469,2.261016,2.029441,3.290064
2324,0.7694881,0.4078881,2.275962,1.995162,3.254963
2328,0.7659029,0.4133927,2.316525,2.001052,3.218062
2332,0.7642373,0.4159414,2.335435,1.999292,3.19858
2336,0.7705124,0.4063106,2.264407,1.984831,3.260494
2340,0.7682385,0.4098096,2.290079,2.030641,3.261219
2344,0.7677966,0.4104883,2.295076,2.090011,3.289062
2348,0.7699929,0.4071109,2.270266,2.040081,3.286697
2352,0.7771617,0.3960196,2.189772,2.030261,3.365143
2356,0.7802975,0.3911359,2.154796,2.085721,3.436308
2360,0.7749732,0.3994165,2.214266,2.112592,3.386525
2364,0.7709004,0.4057126,2.260035,2.115696,3.339386
2368,0.7721752,0.4037455,2.245683,2.135782,3.365495
2372,0.77591,0.3979638,2.203774,2.134256,3.410015
2376,0.7680348,0.4101226,2.292383,2.178817,3.338491
2380,0.7699738,0.4071403,2.270481,2.18185,3.363285
2384,0.771656,0.404547,2.251525,2.201099,3.393606
2388,0.7689869,0.4086591,2.281621,2.176784,3.348827
2392,0.7680002,0.4101756,2.292773,2.193377,3.345442
2396,0.7695032,0.4078647,2.275791,2.160721,3.346701
2400,0.7706397,0.4061144,2.262972,2.183274,3.372061
2404,0.7730201,0.40244,2.236185,2.198539,3.409024
2408,0.7691859,0.408353,2.279373,2.261446,3.393353
2412,0.7712148,0.4052277,2.256492,2.233469,3.404591
2416,0.7715285,0.4047438,2.252961,2.258393,3.420835
2420,0.770072,0.406989,2.269373,2.295329,3.420516
2424,0.7722902,0.4035678,2.244389,2.264476,3.433331
2428,0.7744388,0.4002445,2.220258,2.243411,3.449737
2432,0.7769579,0.3963365,2.192051,2.258886,3.489602
2436,0.7739079,0.4010665,2.226214,2.302887,3.472544
2440,0.775854,0.3980506,2.2044,2.348172,3.519441
2444,0.7796009,0.3922224,2.162553,2.296332,3.543003
2448,0.7810417,0.3899738,2.146515,2.260484,3.543339
2452,0.7842703,0.3849201,2.110685,2.228865,3.568792
2456,0.7842429,0.3849631,2.110988,2.25983,3.585319
2460,0.7828319,0.3871742,2.12663,2.267885,3.570861
2464,0.7874446,0.379931,2.0756,2.265262,3.631427
2468,0.792127,0.3725349,2.024104,2.238523,3.680699
2472,0.7905524,0.3750268,2.041386,2.282452,3.683737
2476,0.7912719,0.3738887,2.033485,2.29807,3.702477
2480,0.7935022,0.3703544,2.009038,2.307319,3.739219
2484,0.7940447,0.3694931,2.003101,2.350505,3.770921
2488,0.7902054,0.3755755,2.045201,2.429028,3.756554
2492,0.7907895,0.3746519,2.038782,2.418752,3.759805
2496,0.7927768,0.371505,2.016982,2.412537,3.785553
2500,0.7936238,0.3701612,2.007706,2.406156,3.794637
2504,0.7905749,0.3749913,2.041139,2.413503,3.754014
2508,0.7891141,0.3772989,2.057204,2.445363,3.748922
2512,0.7898738,0.3760993,2.048846,2.41984,3.747116
2516,0.7920085,0.3727226,2.025404,2.450819,3.793897
2520,0.7921678,0.3724702,2.023657,2.437493,3.789479
2524,0.7930713,0.371038,2.013756,2.429824,3.798841
2528,0.7915184,0.3734986,2.03078,2.45613,3.789353
2532,0.7928311,0.3714188,2.016387,2.465719,3.813579
2536,0.790772,0.3746797,2.038975,2.490597,3.795366
2540,0.7926577,0.3716938,2.018287,2.447373,3.801728
2544,0.7941679,0.3692973,2.001753,2.440232,3.820456
2548,0.7948608,0.3681964,1.994179,2.44363,3.83255
2552,0.7945017,0.3687671,1.998104,2.445748,3.828281
2556,0.7937533,0.3699557,2.006289,2.463249,3.826071
2560,0.7939708,0.3696103,2.003909,2.486951,3.841285
2564,0.7949166,0.3681076,1.993568,2.479901,3.851994
2568,0.7963581,0.3658138,1.977832,2.45516,3.861072
2572,0.7963434,0.3658371,1.977992,2.473237,3.870215
2576,0.7971734,0.3645145,1.968944,2.459954,3.875954
2580,0.7987894,0.3619354,1.951354,2.431285,3.88537
2584,0.7999309,0.3601106,1.938951,2.445467,3.910533
2588,0.8001795,0.3597127,1.936251,2.448003,3.915741
2592,0.7998849,0.3601841,1.93945,2.444441,3.909271
2596,0.8002356,0.359623,1.935642,2.455363,3.920572
2600,0.8021541,0.3565488,1.914844,2.44419,3.944376
2604,0.8038171,0.3538781,1.896855,2.41767,3.95566
2608,0.8043274,0.3530575,1.891343,2.400882,3.954117
2612,0.8029868,0.3552122,1.905832,2.418908,3.943359
2616,0.8035706,0.3542743,1.89952,2.424894,3.955858
2620,0.8044441,0.3528697,1.890083,2.39761,3.95407
2624,0.8063625,0.3497796,1.869394,2.359599,3.961936
2628,0.8079816,0.3471657,1.851971,2.373874,3.996055
2632,0.810169,0.3436261,1.828487,2.356762,4.020718
2636,0.8099769,0.3439373,1.830547,2.36337,4.021665
2640,0.8107642,0.3426614,1.822109,2.354868,4.029146
2644,0.8129482,0.3391153,1.798743,2.335082,4.052215
2648,0.8127586,0.3394234,1.800768,2.345792,4.055873
2652,0.8129699,0.33908,1.798511,2.346503,4.059771
2656,0.8133044,0.338536,1.794938,2.335458,4.058265
2660,0.812315,0.3401443,1.805511,2.32196,4.033629
2664,0.8134862,0.3382403,1.792997,2.301458,4.039458
2668,0.8129167,0.3391665,1.799079,2.305105,4.032593
2672,0.8176903,0.3313826,1.748224,2.250691,4.074345
2676,0.8179308,0.3309893,1.745669,2.258836,4.083869
2680,0.8135746,0.3380964,1.792053,2.284584,4.029925
2684,0.8155128,0.3349389,1.771384,2.280357,4.058617
2688,0.8186604,0.3297951,1.737924,2.251175,4.090694
2692,0.8198685,0.3278157,1.725116,2.251613,4.111101
2696,0.8191779,0.3289476,1.732436,2.271284,4.113088
2700,0.8184842,0.3300836,1.739794,2.260564,4.09421
2704,0.820789,0.3263053,1.715369,2.239791,4.118269
2708,0.8209767,0.3259973,1.713384,2.2088,4.099472
2712,0.8230102,0.3226542,1.691896,2.182629,4.114523
2716,0.8239487,0.3211085,1.681996,2.158773,4.112623
2720,0.8234587,0.3219157,1.687163,2.183381,4.122612
2724,0.822642,0.3232602,1.695783,2.199367,4.120543
2728,0.8255925,0.3183971,1.664686,2.123348,4.113413
2732,0.8273572,0.31548,1.646139,2.085368,4.113523
2736,0.8264999,0.3168979,1.655144,2.120668,4.126654
2740,0.8276757,0.3149529,1.642796,2.127955,4.152299
2744,0.8263611,0.3171273,1.656603,2.143933,4.142174
2748,0.8261679,0.3174466,1.658634,2.120782,4.121131
2752,0.8301634,0.3108287,1.616728,2.073116,4.151449
2756,0.8354141,0.3020834,1.561965,2.067997,4.239165
2760,0.8308319,0.3097183,1.609736,2.072156,4.162171
2764,0.8324851,0.3069685,1.59247,2.022064,4.14921
2768,0.8354692,0.3019912,1.561391,1.983985,4.168279
2772,0.8358566,0.3013437,1.557364,1.968047,4.161047
2776,0.8334228,0.3054064,1.582692,1.996532,4.143668
2780,0.831705,0.3082668,1.600614,1.973365,4.094513
2784,0.8355449,0.3018646,1.560603,1.940852,4.131532
2788,0.8365059,0.3002579,1.55062,1.943975,4.150954
2792,0.8369291,0.2995496,1.546227,1.94701,4.161045
2796,0.8368369,0.299704,1.547183,1.955295,4.166844
2800,0.8368552,0.2996734,1.546994,1.919423,4.134871
2804,0.8367066,0.299922,1.548536,1.887906,4.103489
2808,0.8383265,0.2972087,1.531736,1.870462,4.115116
2812,0.8431756,0.2890548,1.481639,1.804726,4.136143
2816,0.8423735,0.2904068,1.489906,1.813966,4.131194
2820,0.8390287,0.2960308,1.524464,1.820209,4.079372
2824,0.8423074,0.2905183,1.490588,1.791605,4.107878
2828,0.8428423,0.2896168,1.485073,1.802855,4.128422
2832,0.8444333,0.2869324,1.468693,1.779372,4.132861
2836,0.841285,0.2922395,1.501137,1.805776,4.104145
2840,0.8436343,0.2882811,1.476915,1.76426,4.103484
2844,0.8454259,0.285255,1.458489,1.714412,4.083183
2848,0.8463311,0.2837237,1.449194,1.705791,4.089905
2852,0.848395,0.2802258,1.428037,1.684068,4.102987
2856,0.8484829,0.2800767,1.427138,1.677971,4.097916
2860,0.8497459,0.2779319,1.414218,1.667233,4.108615
2864,0.8498129,0.2778181,1.413534,1.626922,4.064918
2868,0.8534653,0.271597,1.376283,1.598688,4.097783
2872,0.8521646,0.2738156,1.389531,1.608728,4.086005
2876,0.8532154,0.2720235,1.378826,1.577228,4.068221
2880,0.8533897,0.271726,1.377052,1.57334,4.066769
2884,0.8536763,0.2712367,1.374135,1.547205,4.040889
2888,0.8578939,0.264018,1.331328,1.520487,4.084514
2892,0.8564934,0.2664191,1.34552,1.539693,4.082501
2896,0.8586115,0.2627863,1.324066,1.507584,4.081631
2900,0.8606262,0.2593225,1.303709,1.484994,4.0903
2904,0.8615243,0.2577758,1.294649,1.446885,4.057659
2908,0.8643442,0.2529091,1.266266,1.421486,4.076587
2912,0.861305,0.2581537,1.296861,1.441378,4.046395
2916,0.8607712,0.259073,1.302246,1.456671,4.056512
2920,0.8665707,0.2490553,1.243921,1.386167,4.070504
2924,0.8658215,0.2503532,1.251433,1.393497,4.066408
2928,0.8667896,0.2486758,1.241726,1.386797,4.07555
2932,0.8681504,0.2463149,1.228101,1.351343,4.051684
2936,0.8670651,0.248198,1.238965,1.356263,4.038041
2940,0.8683364,0.2459918,1.226239,1.336676,4.034257
2944,0.8678804,0.2467836,1.230802,1.347631,4.041256
2948,0.8675293,0.2473928,1.234317,1.346873,4.033517
2952,0.8695959,0.243803,1.213651,1.32536,4.041964
2956,0.867986,0.2466003,1.229745,1.34279,4.036355
2960,0.8707289,0.2418312,1.202341,1.304878,4.033711
2964,0.8717473,0.2400566,1.192188,1.297043,4.041767
2968,0.8705158,0.2422023,1.204467,1.282457,3.996288
2972,0.8701006,0.2429249,1.208611,1.278955,3.983168
2976,0.870675,0.2419251,1.202879,1.291144,4.012292
2980,0.8723905,0.2389348,1.185781,1.268174,4.010716
2984,0.8728637,0.2381091,1.181072,1.249637,3.991468
2988,0.8730421,0.2377975,1.179296,1.250607,3.996407
2992,0.8728383,0.2381533,1.181324,1.238935,3.974444
2996,0.8741872,0.2357968,1.167912,1.224502,3.977909
3000,0.8742181,0.2357427,1.167604,1.220152,3.971655
3004,0.8729049,0.238037,1.180661,1.219883,3.946032
3008,0.8724169,0.2388889,1.185519,1.218158,3.934062
3012,0.8733618,0.2372392,1.176117,1.208359,3.936602
3016,0.8740875,0.235971,1.168902,1.197262,3.932824
3020,0.8739094,0.2362825,1.170672,1.184217,3.90854
3024,0.8740151,0.2360976,1.169621,1.182892,3.908416
3028,0.8745124,0.235228,1.16468,1.17175,3.899852
3032,0.8741577,0.2358484,1.168205,1.170006,3.890301
3036,0.8732417,0.2374489,1.17731,1.17259,3.87724
3040,0.8734695,0.237051,1.175045,1.169957,3.87726
3044,0.8750913,0.2342153,1.158933,1.145384,3.867628
3048,0.8743887,0.2354444,1.16591,1.149707,3.861516
3052,0.8744101,0.235407,1.165697,1.147743,3.858688
3056,0.8741917,0.2357889,1.167866,1.13847,3.839314
3060,0.8747639,0.2347881,1.162183,1.12512,3.827809
3064,0.8751979,0.2340286,1.157875,1.115798,3.820279
3068,0.8744474,0.2353417,1.165326,1.120078,3.813495
3072,0.8757008,0.233148,1.152885,1.104678,3.810868
3076,0.8771188,0.2306626,1.138831,1.085235,3.804106
3080,0.8775398,0.229924,1.134664,1.078185,3.799787
3084,0.8753716,0.2337245,1.15615,1.094632,3.787642
3088,0.8753657,0.2337348,1.156209,1.088544,3.777126
3092,0.87545,0.2335874,1.155374,1.080241,3.764422
3096,0.8754771,0.2335399,1.155104,1.071525,3.749872
3100,0.8773788,0.2302064,1.136257,1.051121,3.74925
3104,0.8768051,0.2312129,1.141939,1.052743,3.741494
3108,0.876485,0.231774,1.14511,1.046369,3.724354
3112,0.876446,0.2318424,1.145497,1.037106,3.707222
3116,0.8765872,0.231595,1.144098,1.044025,3.722078
3120,0.8763096,0.2320814,1.146848,1.03256,3.696648
3124,0.8768314,0.2311668,1.141679,1.027574,3.697241
3128,0.8762509,0.2321843,1.14743,1.024025,3.680341
3132,0.8768165,0.2311929,1.141826,1.016478,3.677021
3136,0.8774095,0.2301525,1.135953,1.007613,3.671728
3140,0.8759655,0.2326845,1.15026,1.012082,3.65375
3144,0.8758856,0.2328244,1.151052,1.00475,3.639081
3148,0.8752375,0.2339594,1.157482,1.010831,3.638505
3152,0.8741711,0.2358249,1.168072,1.009874,3.617958
3156,0.8759201,0.2327641,1.150711,0.9900019,3.612875
3160,0.8759218,0.2327609,1.150693,0.9866534,3.60678
3164,0.8749658,0.2344348,1.160178,0.9954934,3.606027
3168,0.8757539,0.2330551,1.152358,0.9828717,3.596883
3172,0.8768036,0.2312155,1.141954,0.9634221,3.579393
3176,0.8779535,0.2291976,1.13057,0.9500137,3.57453
3180,0.8784966,0.2282438,1.125199,0.9377425,3.560787
3184,0.8769774,0.2309105,1.140231,0.9470565,3.551699
3188,0.876556,0.2316496,1.144407,0.9493459,3.54864
3192,0.8765537,0.2316536,1.144429,0.9420893,3.534896
3196,0.8793292,0.2267802,1.11697,0.9099751,3.521696
3200,0.8773541,0.2302498,1.136502,0.928112,3.522208
3204,0.8768479,0.2311377,1.141514,0.9292664,3.515614
3208,0.8761147,0.2324231,1.148781,0.9312741,3.506765
3212,0.8747892,0.2347438,1.161931,0.9392599,3.49916
3216,0.8745978,0.2350787,1.163832,0.9405265,3.498279
3220,0.8746102,0.235057,1.163709,0.9382561,3.494225
3224,0.8746,0.2350749,1.163811,0.9402641,3.497825
3228,0.8737733,0.2365202,1.172024,0.9317259,3.467805
3232,0.8741287,0.235899,1.168493,0.9313371,3.473049
3236,0.8754757,0.2335423,1.155118,0.9210497,3.476329
3240,0.876192,0.2322876,1.148015,0.911469,3.470131
3244,0.8778154,0.2294401,1.131936,0.9011196,3.477878
3248,0.8795012,0.2264776,1.115271,0.884539,3.474343
3252,0.8819548,0.2221556,1.091073,0.8637198,3.475366
3256,0.8807551,0.2242705,1.102897,0.866609,3.460096
3260,0.8799708,0.2256514,1.110635,0.8680024,3.449228
3264,0.8785551,0.228141,1.12462,0.8752671,3.439396
3268,0.8770792,0.2307321,1.139224,0.8834938,3.43057
3272,0.8770936,0.2307068,1.139081,0.8764942,3.416935
3276,0.8791762,0.2270492,1.118482,0.8640293,3.427431
3280,0.8801265,0.2253774,1.109098,0.8469865,3.408954
3284,0.8808937,0.2240263,1.10153,0.8312362,3.389445
3288,0.8824101,0.2213524,1.08659,0.8171011,3.385817
3292,0.8821633,0.2217879,1.08902,0.8071891,3.360346
3296,0.8805028,0.2247148,1.105385,0.8258311,3.371411
3300,0.8812708,0.2233617,1.097812,0.8248665,3.38256
3304,0.8831635,0.2200223,1.079178,0.7991044,3.360197
3308,0.8844966,0.2176657,1.066077,0.7795992,3.340595
3312,0.8811932,0.2234986,1.098578,0.7948487,3.317241
3316,0.8813956,0.2231417,1.096582,0.7838841,3.296897
3320,0.8789292,0.2274835,1.120922,0.7927259,3.274932
3324,0.8801992,0.2252494,1.10838,0.778547,3.265315
3328,0.8820869,0.2219228,1.089773,0.7609838,3.258087
3332,0.8790916,0.227198,1.119318,0.7695373,3.227545
3336,0.8788839,0.2275631,1.12137,0.7637831,3.21162
3340,0.881892,0.2222664,1.091691,0.7370681,3.201121
3344,0.8815815,0.222814,1.09475,0.7356459,3.192803
3348,0.8800654,0.2254848,1.109701,0.7343228,3.16523
3352,0.8790247,0.2273155,1.119978,0.7285947,3.135732
3356,0.879388,0.2266768,1.116389,0.706539,3.091198
3360,0.880401,0.2248942,1.10639,0.6942144,3.078479
3364,0.8805047,0.2247115,1.105367,0.6819065,3.051153
3368,0.877904,0.2292846,1.13106,0.682766,3.013227
3372,0.8802123,0.2252263,1.108251,0.6515165,2.97378
3376,0.8795054,0.2264702,1.11523,0.6366226,2.926726
3380,0.8788933,0.2275466,1.121277,0.6149653,2.863956
3384,0.8794752,0.2265233,1.115528,0.5883244,2.804637
3388,0.8799701,0.2256527,1.110642,0.5644658,2.749249
3392,0.8813198,0.2232755,1.09733,0.530594,2.676363
3396,0.8817645,0.2224913,1.092948,0.497572,2.588966
3400,0.8851519,0.2165061,1.059644,0.4531206,2.501989
